title,link
TOTOLINK.A6000R.get_apcli_conn_info.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56271
SPIP.form.CVE-2023-27372.PHP.Injection,https://www.fortiguard.com/encyclopedia/ips/52887
Wiper.Botnet,https://www.fortiguard.com/encyclopedia/ips/39711
BioZombie.Botnet,https://www.fortiguard.com/encyclopedia/ips/36861
MS.Windows.Graphics.Rendering.Engine.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/14890
CyberPanel.getresetstatus.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56818
MS.IE.Uninitialized.Variables.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/35482
MS.IE.Pdwizard.ocx.ActiveX.Control.Access,https://www.fortiguard.com/encyclopedia/ips/14889
DMSniff.Botnet,https://www.fortiguard.com/encyclopedia/ips/47674
Tcpdump.ISAKMP.Parser.ikev2_e_print.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/43752
MS.NET.Framework.Proxy.Auto-Discovery.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/33864
Dexter.Botnet,https://www.fortiguard.com/encyclopedia/ips/34238
IBM.TSM.FastBack.Opcode.4115.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/42013
MS.IE.CBatchParentUndoUnit.Object.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/40079
TOTOLINK.A7000R.setIpPortFilterRules.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54861
Red.Hat.JBoss.RichFaces.UserResource.EL.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/49638
PaperCut.NG.SetupCompleted.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/52900
IBM.Aspera.Faspex.CVE-2022-47986.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52658
Cisco.Webex.FG-VD-17-034.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/44172
Adobe.Flash.MovieClip.Object.Type.Confusion,https://www.fortiguard.com/encyclopedia/ips/46036
Adobe.Acrobat.CVE-2018-19707.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/47271
Adobe.InDesign.CC.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43459
HP.Power.Manager.FormExportDataLogs.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/18221
Adobe.Acrobat.CVE-2019-7040.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/47553
OpenOffice.SwRTFParser.ReadPrtData.Function.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/14635
Frethog.Botnet,https://www.fortiguard.com/encyclopedia/ips/41881
ManageEngine.Applications.Manager.REST.API.SQL.injection,https://www.fortiguard.com/encyclopedia/ips/52045
F5.BIG-IP.TMM.URI.Normalization.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/49979
Imrabot.Botnet,https://www.fortiguard.com/encyclopedia/ips/18125
MS.Windows.HTTP.sys.UlpParseAcceptEncoding.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/50338
Adobe.Flash.Policy.File.Cross.Domain.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/40920
TrochilusRAT.Botnet,https://www.fortiguard.com/encyclopedia/ips/41952
Atlassian.Bitbucket.SDC.CVE-2022-43781.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52436
Linksys.E1700.NTP.setDateTime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55799
Adobe.Flash.ExternalInterface.AS.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/34808
Shadraem.Exploit.Kit,https://www.fortiguard.com/encyclopedia/ips/41198
GitLab.CE.EE.GitHub.Import.CVE-2022-2992.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52472
MS.IE.Mshtml.DLL.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/15193
VLC.Media.Player.Real.Demuxer.Integer.Overflow,https://www.fortiguard.com/encyclopedia/ips/16658
Red.Hat.librelp.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/46223
RealNetworks.RealPlayer.ActiveX.Import.Method.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/33669
MS.Word.WordPerfect.Converter.Parsing.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/17391
Ribbon.Edgewater.EdgeMarc.Appliances.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/50977
GE.MDS.PulseNET.FileDownloadServlet.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/41383
Adobe.Acrobat.CVE-2019-7062.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/47498
MiCasa.VeraLite.RunLua.Remote.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/47703
Aerospike.Database.UDF.Lua.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/49785
CastRipper.PLS.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/23751
IMDDOS.Botnet,https://www.fortiguard.com/encyclopedia/ips/35168
HiSilicon.Based.Video.Encoders.Remote.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/49610
Latot.Botnet,https://www.fortiguard.com/encyclopedia/ips/42246
Veeam.Backup.and.Replication.CVE-2024-40711.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/56766
Adobe.Acrobat.AGMInitialize.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43444
Bslist.Remote.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/13074
MS.IE.CParaElement.Object.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/41124
Adobe.Acrobat.CIDFont.Glyph.Parsing.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/27660
Chopper.ASPX.Web.Shell,https://www.fortiguard.com/encyclopedia/ips/49933
ABB.Cylon.ASPECT.syslogUpdate.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/57027
Apple.iTunes.itms.URI.Handling.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/17473
Adobe.Flash.Video.Decode.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/42090
Adobe.Shockwave.rcsL.Chunk.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/24799
Android.Acecard,https://www.fortiguard.com/encyclopedia/ips/41796
MS.IE.Property.Method.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/15246
Adobe.Flash.TextField.AntiAliasType.Setter.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/42807
Nokia.GPON.ONT.Authenticated.Remote.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/47603
IBM.Domino.GIF.Processing.Heap.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/41096
Oracle.WebLogic.Server.CVE-2020-14825.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/49592
Siemens.Solid.Edge.ST4.WebPartHelper.ActiveX.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/35603
Adobe.Flash.Mutated.SWF.Parsing.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/42258
MS.IE.Scripting.Engine.EmitScopeObjectInit.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/50474
Adobe.Acrobat.Crafted.Object.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/23649
ConnectWise.ManagedITSync.Kaseya.Integration.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/51172
MS.IE.Nested.HTML.Element.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/15787
HP.OpenView.NNM.Netmon.Sel.CGI.Variable.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/23001
MS.Edge.Scripting.Engine.CVE-2019-1001.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/48157
RealNetworks.GameHouse.dldisplay.ActiveX.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/14662
Dotclear.Media.Manager.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/42898
Cadelspy.Botnet,https://www.fortiguard.com/encyclopedia/ips/41808
Accellion.FTA.wmProgressval.SSRF,https://www.fortiguard.com/encyclopedia/ips/49765
HTTP.Server.Authorization.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/12351
Wind.River.VxWorks.IP.Option.Handling.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/48248
MS.IE.Element.Array.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/35862
Adobe.Acrobat.CVE-2019-7113.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/47754
PrestaShop.productcomments.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/52189
MS.IE.Type.Confusion.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/40076
BaoFeng.Storm.Playlist.File.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/17598
Netdata.Streaming.Alert.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52608
SonicWall.GMS.XMLRPC.set_time_zone.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/46512
SAP.Systems.Anonymous.Users.Remote.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/47827
Zeta.Producer.Desktop.CMS.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/47924
MS.IE.Deflate.Content.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/17801
Oracle.Java.JavaDoc.Frame.Injection,https://www.fortiguard.com/encyclopedia/ips/35902
Cisco.IOS.HTTP.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/12188
Java.Web.Start.Launcher.ActiveX.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/35212
FasterXML.Jackson.com.mchange.v2.c3p0.Deserialization,https://www.fortiguard.com/encyclopedia/ips/46004
MS.IE.outerHTML.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/17614
TWiki.Search.Shell.Command.Execution,https://www.fortiguard.com/encyclopedia/ips/17937
Corel.WordPerfect.PRS.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/15377
MS.IE.Content.Generation.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/36761
ManageEngine.ADManager.Plus.ReportsAction.File.Upload,https://www.fortiguard.com/encyclopedia/ips/51074
MS.IE.Integer.Overflow.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/36283
YARA.Modules.libyara.Integer.Overflow,https://www.fortiguard.com/encyclopedia/ips/52116
Adobe.Acrobat.ICC.Parsing.Allocation.Fail.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/24553
GLPI-Project.GLPI.Cartography.Plugin.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52811
MS.IAS.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/18018
Rising.Antivirus.ActiveX.Scan.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/25815
TP-Link.Devices.DM_Fillobjbystr.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54963
Apple.QuickTime.crgn.Atom.Parsing.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/17960
Symantec.Antivirus.Intel.Alert.Handler.Service.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/25700
Adobe.Flash.State.Handling.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/40119
Chamilo.LMS.additional_webservices.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/56639
Adobe.Acrobat.TTF.CMAP.Handling.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/34414
MS.IE.GetElementsByTagName.CSS.Handling.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/17968
MS.IE.CFancyFormat.Obejct.Handling.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/40906
MS.IE.CX509EnrollmentWebClassFactory.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/40085
Adobe.Acrobat.XFA.ExclGroup.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43244
MS.Office.PowerPoint.TextCharsAtom.Record.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/25141
SWEditServlet.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/12770
Tofsee.Botnet,https://www.fortiguard.com/encyclopedia/ips/36214
Adobe.Flash.RegExp.SKIP.Handling.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43510
Foxit.Reader.JPXDecode.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/42797
RealNetworks.RealPlayer.RA.Header.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/15207
Kamailio.Tag.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/45960
MS.Office.PowerPoint.CVE-2010-0034.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/18196
IBM.Tivoli.0Day.40790,https://www.fortiguard.com/encyclopedia/ips/40790
GandCrab.Botnet,https://www.fortiguard.com/encyclopedia/ips/46993
Adobe.Acrobat.Selection.Event.Handler.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/40943
GitLab.CE.EE.Uploads.Endpoint.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/53117
SolarWinds.SUNBURST.Backdoor,https://www.fortiguard.com/encyclopedia/ips/49692
MS.IE.Prototype.Dereference.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/14633
Schneider.Electric.APC.Easy.UPS.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/52907
Metamail.Format.String.Handling,https://www.fortiguard.com/encyclopedia/ips/10783
Adobe.Acrobat.XFA.API.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/42445
Oracle.WebLogic.Server.CVE-2021-2394.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/50650
MS.IE.TableGridBlock.Object.Handling.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/40742
Novicus.Botnet,https://www.fortiguard.com/encyclopedia/ips/35427
Adobe.Acrobat.GetAnnots.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/17413
Tenda.AC9.SetSysTimeCfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52023
WordPress.AIT.CSV.Import.Export.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/49754
Adobe.Acrobat.CVE-2019-7781.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/47945
Adobe.Acrobat.AGM.DLL.CoolType.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/42744
Ivanti.Avalanche.ImageFilePath.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/50472
MikroTik.RouterOS.SMB.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/45953
Git.LFS.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/50786
Adobe.Flash.ActionScript.Regexp.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/41190
MS.IE.JScript.Engine.JIT.Optimization.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/50634
Apache.OFBiz.CVE-2021-29200.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/50373
WireLurker.Botnet,https://www.fortiguard.com/encyclopedia/ips/39603
Adobe.Flash.opaqueBackground.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/40923
Kaspersky.Antivirus.Library.Heap.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/13414
FinFisher.Botnet,https://www.fortiguard.com/encyclopedia/ips/35903
Adobe.Acrobat.XFA.Template.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43245
MS.IE.Scripting.Engine.CVE-2019-1104.Type.Confusion,https://www.fortiguard.com/encyclopedia/ips/48147
Apache.CouchDB.Default.Cookie.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/52073
CA.BrightStor.ARCserve.Backup.Agent.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/10500
Poldat.Botnet,https://www.fortiguard.com/encyclopedia/ips/42120
MachBot.Botnet,https://www.fortiguard.com/encyclopedia/ips/25548
WordPress.Plugin.ProfilePress.Privilege.Elevation,https://www.fortiguard.com/encyclopedia/ips/50768
Adobe.Flash.Accessibility.Class.sendEvent.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/43271
MS.Windows.AD.PreAuth.BROWSER.ELECTION.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/25856
MS.IE.mshtml.DLL.textarea.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/39681
Adobe.Shockwave.Director.rcsL.Chunk.Pointer.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/24150
MS.IE.setCapture.Method.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/36278
MS.Kerberos.Checksum.Validation.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/39579
CA.License.GCR.String.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/13392
MS.DirectX.RLE.Targa.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/14804
TeeChart.Professional.ActiveX.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/34302
Adobe.Flash.Authplay.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/26538
Delta.Electronics.DIAEnergie.Handler_CFG.aspx.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/50769
